Transaction_ID,Customer_ID,Customer_Name,Segment,Country,Transaction_Date,Amount,Product_Category,Payment_Method,Fraud_Flag,Risk_Score,CPU_Processing_Time_ms,GPU_Processing_Time_ms
TXN100945,CUST1027,Enterprise Client 1027,Healthcare,Germany,2026-01-09 18:59:55,12080.75,Software,Digital Wallet,0,44,0.1517,0.0108
TXN100946,CUST1025,Enterprise Client 1025,MSME,India,2025-06-21 18:59:55,4789.44,Software,Digital Wallet,0,30,0.1735,0.0153
TXN100947,CUST1033,Enterprise Client 1033,Healthcare,USA,2025-08-18 18:59:55,2141.15,Software,Bank Transfer,0,41,0.174,0.0146
TXN100948,CUST1084,Enterprise Client 1084,MSME,USA,2025-12-16 18:59:55,3896.62,Consulting,Digital Wallet,0,54,0.1788,0.0121
TXN100949,CUST1020,Enterprise Client 1020,Supply Chain,Singapore,2026-04-13 18:59:55,14421.99,Electronics,Bank Transfer,0,31,0.1609,0.012
TXN100950,CUST1057,Enterprise Client 1057,MSME,UK,2025-10-21 18:59:55,3373.64,Consulting,Bank Transfer,0,32,0.2005,0.0142
TXN100951,CUST1038,Enterprise Client 1038,Supply Chain,UK,2025-12-24 18:59:55,14214.54,Consulting,Credit Card,0,36,0.1523,0.0103
TXN100952,CUST1042,Enterprise Client 1042,Finance,USA,2025-08-23 18:59:55,8597.7,Consulting,Credit Card,0,41,0.1694,0.0116
TXN100953,CUST1080,Enterprise Client 1080,Retail,India,2025-11-11 18:59:55,85292.63,Consulting,Digital Wallet,0,69,0.1259,0.0091
TXN100954,CUST1018,Enterprise Client 1018,Finance,USA,2025-09-11 18:59:55,9912.42,Cloud Services,ACH,0,15,0.1533,0.0119
TXN100955,CUST1085,Enterprise Client 1085,Finance,USA,2025-12-30 18:59:55,11983.21,Electronics,Bank Transfer,0,34,0.2139,0.0143
TXN100956,CUST1068,Enterprise Client 1068,Retail,India,2026-03-29 18:59:55,2089.9,Software,ACH,0,26,0.1468,0.0135
TXN100957,CUST1099,Enterprise Client 1099,MSME,India,2025-06-04 18:59:55,6171.21,Electronics,Credit Card,0,20,0.2125,0.015
TXN100958,CUST1027,Enterprise Client 1027,Healthcare,Germany,2026-03-26 18:59:55,10191.02,Consulting,Credit Card,0,58,0.1751,0.0174
TXN100959,CUST1031,Enterprise Client 1031,MSME,Singapore,2025-10-27 18:59:55,4643.53,Electronics,Bank Transfer,0,26,0.1436,0.0131
TXN100960,CUST1041,Enterprise Client 1041,Retail,Germany,2025-02-28 18:59:55,911.46,Cloud Services,Bank Transfer,0,16,0.1755,0.0149
TXN100961,CUST1053,Enterprise Client 1053,MSME,India,2025-04-17 18:59:55,14760.29,Software,ACH,0,41,0.2016,0.0147
TXN100962,CUST1004,Enterprise Client 1004,Supply Chain,India,2025-02-24 18:59:55,12703.02,Hardware,ACH,0,49,0.142,0.011
TXN100963,CUST1040,Enterprise Client 1040,Finance,UK,2025-07-14 18:59:55,5328.04,Consulting,Credit Card,0,48,0.1619,0.012
TXN100964,CUST1074,Enterprise Client 1074,Healthcare,Singapore,2025-06-22 18:59:55,5289.94,Consulting,Credit Card,0,58,0.179,0.0156
TXN100965,CUST1021,Enterprise Client 1021,MSME,Germany,2025-11-25 18:59:55,14913.53,Software,ACH,0,58,0.1531,0.0137
TXN100966,CUST1090,Enterprise Client 1090,MSME,UK,2025-03-02 18:59:55,8382.56,Software,ACH,0,29,0.1633,0.0134
TXN100967,CUST1021,Enterprise Client 1021,MSME,Germany,2025-04-09 18:59:55,8740.19,Consulting,Digital Wallet,0,58,0.2126,0.0165
TXN100968,CUST1058,Enterprise Client 1058,MSME,India,2026-02-13 18:59:55,6649.66,Consulting,Credit Card,0,60,0.1684,0.0167
TXN100969,CUST1048,Enterprise Client 1048,Finance,Germany,2026-05-10 18:59:55,8653.45,Consulting,ACH,0,50,0.1304,0.0088
TXN100970,CUST1020,Enterprise Client 1020,Supply Chain,Singapore,2026-06-16 18:59:55,4919.55,Consulting,ACH,0,31,0.1257,0.0086
TXN100971,CUST1063,Enterprise Client 1063,Healthcare,Germany,2025-04-16 18:59:55,10748.3,Hardware,Digital Wallet,1,88,0.1264,0.0104
TXN100972,CUST1040,Enterprise Client 1040,Finance,UK,2025-09-22 18:59:55,8862.43,Cloud Services,Bank Transfer,0,48,0.1247,0.0109
TXN100973,CUST1065,Enterprise Client 1065,Finance,Singapore,2025-11-10 18:59:55,5241.28,Electronics,Credit Card,0,35,0.1661,0.0143
TXN100974,CUST1007,Enterprise Client 1007,Healthcare,Germany,2025-10-14 18:59:55,3233.39,Cloud Services,Credit Card,0,58,0.1696,0.0121
TXN100975,CUST1008,Enterprise Client 1008,Finance,USA,2025-11-21 18:59:55,15208.12,Cloud Services,Digital Wallet,0,19,0.1403,0.0107
TXN100976,CUST1045,Enterprise Client 1045,Finance,USA,2025-06-18 18:59:55,12225.72,Software,Bank Transfer,0,47,0.1257,0.0086
TXN100977,CUST1023,Enterprise Client 1023,Supply Chain,India,2025-09-04 18:59:55,6200.85,Electronics,Digital Wallet,0,40,0.182,0.018
TXN100978,CUST1022,Enterprise Client 1022,Healthcare,Germany,2025-12-10 18:59:55,13321.84,Hardware,ACH,0,49,0.1364,0.0111
TXN100979,CUST1079,Enterprise Client 1079,Retail,Germany,2025-02-02 18:59:55,8048.77,Electronics,Digital Wallet,0,27,0.202,0.0135
TXN100980,CUST1042,Enterprise Client 1042,Finance,USA,2025-07-26 18:59:55,8011.86,Consulting,Digital Wallet,0,41,0.1899,0.0142
TXN100981,CUST1044,Enterprise Client 1044,Retail,USA,2026-06-26 18:59:55,3404.93,Cloud Services,Bank Transfer,0,58,0.1554,0.0111
TXN100982,CUST1058,Enterprise Client 1058,MSME,India,2026-03-01 18:59:55,2100.28,Electronics,Bank Transfer,0,60,0.1998,0.0146
TXN100983,CUST1044,Enterprise Client 1044,Retail,USA,2025-03-05 18:59:55,6817.69,Software,Bank Transfer,0,58,0.2152,0.0204
TXN100984,CUST1037,Enterprise Client 1037,Healthcare,USA,2026-05-13 18:59:55,10457.07,Consulting,Digital Wallet,1,64,0.1817,0.0146
TXN100985,CUST1047,Enterprise Client 1047,Finance,India,2026-07-04 18:59:55,3947.83,Hardware,Credit Card,0,31,0.148,0.0131
TXN100986,CUST1013,Enterprise Client 1013,Supply Chain,Germany,2025-08-25 18:59:55,2282.76,Electronics,ACH,0,55,0.1699,0.0168
TXN100987,CUST1092,Enterprise Client 1092,Supply Chain,USA,2025-01-14 18:59:55,11604.36,Software,Bank Transfer,0,31,0.1535,0.0108
TXN100988,CUST1018,Enterprise Client 1018,Finance,USA,2026-01-01 18:59:55,12556.57,Hardware,Digital Wallet,0,15,0.1895,0.0135
TXN100989,CUST1047,Enterprise Client 1047,Finance,India,2026-06-11 18:59:55,11410.08,Cloud Services,ACH,0,31,0.2195,0.0179
TXN100990,CUST1080,Enterprise Client 1080,Retail,India,2026-02-17 18:59:55,2582.43,Hardware,ACH,0,49,0.169,0.0132
TXN100991,CUST1093,Enterprise Client 1093,Retail,India,2026-03-30 18:59:55,8046.06,Consulting,Bank Transfer,0,17,0.1407,0.0137
TXN100992,CUST1066,Enterprise Client 1066,Finance,India,2025-07-24 18:59:55,14681.28,Consulting,Digital Wallet,0,49,0.2103,0.0208
TXN100993,CUST1094,Enterprise Client 1094,MSME,Germany,2025-04-16 18:59:55,13258.08,Hardware,Digital Wallet,0,55,0.1266,0.0124
TXN100994,CUST1064,Enterprise Client 1064,MSME,India,2026-06-24 18:59:55,1323.6,Consulting,Credit Card,0,13,0.1821,0.0152
TXN100995,CUST1005,Enterprise Client 1005,Retail,India,2025-09-13 18:59:55,14589.1,Hardware,Digital Wallet,0,56,0.1951,0.0189
TXN100996,CUST1042,Enterprise Client 1042,Finance,USA,2026-01-31 18:59:55,3553.1,Cloud Services,Bank Transfer,0,41,0.1974,0.0136
TXN100997,CUST1026,Enterprise Client 1026,Retail,Germany,2025-06-02 18:59:55,6126.24,Electronics,Bank Transfer,0,39,0.1258,0.0095
TXN100998,CUST1079,Enterprise Client 1079,Retail,Germany,2026-03-10 18:59:55,13561.33,Electronics,ACH,0,27,0.1566,0.0114
TXN100999,CUST1042,Enterprise Client 1042,Finance,USA,2026-02-22 18:59:55,7168.17,Software,Credit Card,0,41,0.1812,0.0122
TXN101000,CUST1030,Enterprise Client 1030,Finance,UK,2026-02-10 18:59:55,12183.55,Software,Bank Transfer,0,24,0.1793,0.0146
TXN101001,CUST1062,Enterprise Client 1062,Healthcare,India,2025-09-03 18:59:55,8501.5,Consulting,Bank Transfer,0,40,0.1766,0.0132
TXN101002,CUST1064,Enterprise Client 1064,MSME,India,2025-10-30 18:59:55,6672.28,Software,ACH,0,13,0.2085,0.0145
TXN101003,CUST1001,Enterprise Client 1001,Finance,USA,2026-03-02 18:59:55,6710.87,Electronics,ACH,0,53,0.192,0.0128
TXN101004,CUST1049,Enterprise Client 1049,Healthcare,UK,2025-02-28 18:59:55,2470.64,Cloud Services,Digital Wallet,0,46,0.2139,0.0165
TXN101005,CUST1044,Enterprise Client 1044,Retail,USA,2026-05-30 18:59:55,14941.6,Electronics,Digital Wallet,0,58,0.1727,0.0138
TXN101006,CUST1044,Enterprise Client 1044,Retail,USA,2026-03-27 18:59:55,3948.68,Software,Digital Wallet,0,58,0.1311,0.0118
TXN101007,CUST1012,Enterprise Client 1012,Healthcare,USA,2026-03-07 18:59:55,13427.35,Electronics,Digital Wallet,0,58,0.1391,0.013
TXN101008,CUST1021,Enterprise Client 1021,MSME,Germany,2026-03-16 18:59:55,8357.84,Electronics,Bank Transfer,0,58,0.1833,0.0122
TXN101009,CUST1085,Enterprise Client 1085,Finance,USA,2025-10-23 18:59:55,12677.23,Software,Digital Wallet,0,34,0.1883,0.0132
TXN101010,CUST1059,Enterprise Client 1059,Healthcare,UK,2025-12-24 18:59:55,10504.84,Software,Bank Transfer,0,55,0.1302,0.0105
TXN101011,CUST1033,Enterprise Client 1033,Healthcare,USA,2026-06-05 18:59:55,6131.85,Software,Credit Card,0,41,0.1957,0.0143
TXN101012,CUST1054,Enterprise Client 1054,Retail,Germany,2025-01-28 18:59:55,150679.17,Software,ACH,0,46,0.1268,0.0121
TXN101013,CUST1064,Enterprise Client 1064,MSME,India,2025-08-30 18:59:55,4562.09,Hardware,Bank Transfer,1,49,0.1807,0.0136
TXN101014,CUST1042,Enterprise Client 1042,Finance,USA,2025-05-10 18:59:55,10564.01,Consulting,Credit Card,0,51,0.1836,0.0136
TXN101015,CUST1016,Enterprise Client 1016,Retail,UK,2026-03-10 18:59:55,10027.6,Cloud Services,Digital Wallet,0,53,0.1254,0.0087
TXN101016,CUST1023,Enterprise Client 1023,Supply Chain,India,2025-08-25 18:59:55,11340.76,Hardware,ACH,0,40,0.1557,0.0114
TXN101017,CUST1016,Enterprise Client 1016,Retail,UK,2025-01-13 18:59:55,12517.17,Hardware,ACH,0,53,0.1946,0.0168
TXN101018,CUST1050,Enterprise Client 1050,Finance,Germany,2025-03-09 18:59:55,6638.38,Consulting,ACH,0,49,0.1579,0.0128
TXN101019,CUST1014,Enterprise Client 1014,Healthcare,India,2026-03-16 18:59:55,9137.61,Electronics,Bank Transfer,0,52,0.2047,0.0162
TXN101020,CUST1094,Enterprise Client 1094,MSME,Germany,2025-12-29 18:59:55,5846.2,Cloud Services,ACH,0,55,0.1894,0.0138
TXN101021,CUST1081,Enterprise Client 1081,Finance,Singapore,2025-01-19 18:59:55,1766.54,Cloud Services,Credit Card,0,15,0.1553,0.0148
TXN101022,CUST1088,Enterprise Client 1088,Retail,Germany,2025-07-11 18:59:55,1506.64,Consulting,Bank Transfer,0,33,0.2038,0.0145
TXN101023,CUST1086,Enterprise Client 1086,MSME,USA,2025-05-30 18:59:55,8542.5,Electronics,Bank Transfer,0,36,0.1207,0.0114
TXN101024,CUST1014,Enterprise Client 1014,Healthcare,India,2026-01-29 18:59:55,4361.29,Electronics,Bank Transfer,0,52,0.1799,0.0138
TXN101025,CUST1091,Enterprise Client 1091,Healthcare,India,2025-08-23 18:59:55,4302.36,Consulting,Credit Card,0,30,0.1461,0.0103
TXN101026,CUST1061,Enterprise Client 1061,Supply Chain,USA,2025-04-26 18:59:55,2496.15,Cloud Services,Credit Card,0,32,0.1504,0.0107
TXN101027,CUST1039,Enterprise Client 1039,Retail,Germany,2025-02-22 18:59:55,6984.29,Cloud Services,Digital Wallet,0,11,0.2176,0.0171
TXN101028,CUST1017,Enterprise Client 1017,Retail,Germany,2025-10-11 18:59:55,2886.69,Cloud Services,Credit Card,0,55,0.1711,0.0116
TXN101029,CUST1060,Enterprise Client 1060,Retail,Germany,2025-06-17 18:59:55,14602.58,Consulting,Credit Card,0,73,0.1318,0.0128
TXN101030,CUST1004,Enterprise Client 1004,Supply Chain,India,2025-09-20 18:59:55,7661.86,Cloud Services,ACH,0,49,0.1397,0.0101
TXN101031,CUST1035,Enterprise Client 1035,Finance,Germany,2025-03-09 18:59:55,3058.59,Consulting,Credit Card,0,17,0.2064,0.0164
TXN101032,CUST1004,Enterprise Client 1004,Supply Chain,India,2026-04-25 18:59:55,10440.17,Electronics,Bank Transfer,0,49,0.1355,0.0107
TXN101033,CUST1045,Enterprise Client 1045,Finance,USA,2025-12-13 18:59:55,3243.78,Cloud Services,Credit Card,0,47,0.1988,0.0145
TXN101034,CUST1035,Enterprise Client 1035,Finance,Germany,2025-11-12 18:59:55,5709.22,Electronics,Bank Transfer,0,17,0.1769,0.017
TXN101035,CUST1056,Enterprise Client 1056,Healthcare,UK,2025-01-13 18:59:55,8882.79,Cloud Services,Bank Transfer,0,37,0.1777,0.0119
TXN101036,CUST1053,Enterprise Client 1053,MSME,India,2026-01-23 18:59:55,14102.28,Cloud Services,Bank Transfer,0,41,0.1249,0.0119
TXN101037,CUST1041,Enterprise Client 1041,Retail,Germany,2025-12-22 18:59:55,14619.07,Electronics,Credit Card,0,30,0.1372,0.0108
TXN101038,CUST1049,Enterprise Client 1049,Healthcare,UK,2025-11-01 18:59:55,14280.89,Cloud Services,Bank Transfer,0,46,0.127,0.009
TXN101039,CUST1066,Enterprise Client 1066,Finance,India,2026-01-19 18:59:55,1914.37,Consulting,Digital Wallet,0,49,0.1931,0.0187
TXN101040,CUST1025,Enterprise Client 1025,MSME,India,2025-09-14 18:59:55,9118.41,Software,ACH,0,30,0.1219,0.0105
TXN101041,CUST1080,Enterprise Client 1080,Retail,India,2025-08-25 18:59:55,5620.77,Cloud Services,ACH,0,49,0.1689,0.0119
TXN101042,CUST1089,Enterprise Client 1089,Finance,Singapore,2025-12-21 18:59:55,7744.06,Consulting,Credit Card,0,33,0.2093,0.0184
TXN101043,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2026-02-21 18:59:55,5109.57,Consulting,Bank Transfer,0,38,0.1494,0.0103
TXN101044,CUST1028,Enterprise Client 1028,Finance,India,2025-03-29 18:59:55,5379.29,Electronics,ACH,0,59,0.1977,0.0148
TXN101045,CUST1022,Enterprise Client 1022,Healthcare,Germany,2025-06-24 18:59:55,2630.47,Cloud Services,Bank Transfer,0,49,0.1363,0.01
TXN101046,CUST1044,Enterprise Client 1044,Retail,USA,2026-03-01 18:59:55,1995.7,Cloud Services,ACH,0,58,0.2047,0.0145
TXN101047,CUST1089,Enterprise Client 1089,Finance,Singapore,2026-02-10 18:59:55,985.6,Hardware,Credit Card,0,33,0.1632,0.0153
TXN101048,CUST1039,Enterprise Client 1039,Retail,Germany,2026-02-08 18:59:55,191.88,Software,Bank Transfer,0,11,0.1937,0.0161
TXN101049,CUST1048,Enterprise Client 1048,Finance,Germany,2025-10-13 18:59:55,13053.97,Cloud Services,Bank Transfer,0,50,0.1377,0.0106
TXN101050,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2026-04-27 18:59:55,4164.1,Electronics,Digital Wallet,0,27,0.1787,0.013
TXN101051,CUST1065,Enterprise Client 1065,Finance,Singapore,2026-04-11 18:59:55,2011.38,Hardware,Credit Card,0,35,0.152,0.0108
TXN101052,CUST1097,Enterprise Client 1097,Healthcare,Singapore,2025-01-21 18:59:55,11242.38,Consulting,Credit Card,0,40,0.1888,0.0155
TXN101053,CUST1091,Enterprise Client 1091,Healthcare,India,2025-07-05 18:59:55,10278.9,Software,ACH,0,30,0.1478,0.0124
TXN101054,CUST1007,Enterprise Client 1007,Healthcare,Germany,2026-04-08 18:59:55,8669.56,Consulting,Credit Card,0,58,0.153,0.0124
TXN101055,CUST1093,Enterprise Client 1093,Retail,India,2026-06-01 18:59:55,818.17,Consulting,Digital Wallet,0,17,0.1941,0.0144
TXN101056,CUST1099,Enterprise Client 1099,MSME,India,2025-12-26 18:59:55,18438.98,Electronics,Bank Transfer,0,20,0.203,0.0154
TXN101057,CUST1088,Enterprise Client 1088,Retail,Germany,2025-08-05 18:59:55,11882.31,Software,ACH,0,33,0.2095,0.0146
TXN101058,CUST1059,Enterprise Client 1059,Healthcare,UK,2026-01-14 18:59:55,6133.6,Electronics,Digital Wallet,0,55,0.1612,0.0121
TXN101059,CUST1018,Enterprise Client 1018,Finance,USA,2025-01-11 18:59:55,856.43,Electronics,ACH,0,15,0.2176,0.0177
TXN101060,CUST1035,Enterprise Client 1035,Finance,Germany,2025-03-27 18:59:55,10135.07,Electronics,Credit Card,0,27,0.2128,0.0187
TXN101061,CUST1055,Enterprise Client 1055,Supply Chain,UK,2025-03-24 18:59:55,2431.01,Electronics,ACH,0,39,0.1851,0.0125
TXN101062,CUST1071,Enterprise Client 1071,Finance,Germany,2025-12-31 18:59:55,15788.59,Consulting,Bank Transfer,0,40,0.2046,0.0203
TXN101063,CUST1094,Enterprise Client 1094,MSME,Germany,2026-05-22 18:59:55,2353.24,Consulting,ACH,0,55,0.121,0.0097
TXN101064,CUST1016,Enterprise Client 1016,Retail,UK,2025-09-24 18:59:55,6259.91,Consulting,Digital Wallet,0,53,0.1561,0.0155
TXN101065,CUST1093,Enterprise Client 1093,Retail,India,2025-12-16 18:59:55,4348.26,Hardware,Bank Transfer,0,17,0.2162,0.019
TXN101066,CUST1037,Enterprise Client 1037,Healthcare,USA,2025-08-01 18:59:55,12055.69,Hardware,Bank Transfer,0,29,0.1926,0.0166
TXN101067,CUST1015,Enterprise Client 1015,Supply Chain,USA,2026-03-20 18:59:55,6579.17,Hardware,ACH,0,21,0.2092,0.0197
TXN101068,CUST1041,Enterprise Client 1041,Retail,Germany,2025-04-19 18:59:55,8469.74,Cloud Services,ACH,0,16,0.2148,0.0159
TXN101069,CUST1092,Enterprise Client 1092,Supply Chain,USA,2025-09-19 18:59:55,935.37,Hardware,Bank Transfer,0,31,0.2065,0.0187
TXN101070,CUST1023,Enterprise Client 1023,Supply Chain,India,2025-08-03 18:59:55,1970.24,Consulting,ACH,0,40,0.1791,0.0158
TXN101071,CUST1093,Enterprise Client 1093,Retail,India,2026-06-18 18:59:55,11401.33,Electronics,Credit Card,0,29,0.1687,0.0146
TXN101072,CUST1030,Enterprise Client 1030,Finance,UK,2026-06-07 18:59:55,7753.36,Hardware,Credit Card,0,24,0.1884,0.016
TXN101073,CUST1089,Enterprise Client 1089,Finance,Singapore,2025-08-29 18:59:55,10326.65,Software,ACH,0,33,0.2186,0.0203
TXN101074,CUST1063,Enterprise Client 1063,Healthcare,Germany,2025-02-06 18:59:55,3658.79,Software,ACH,0,54,0.2143,0.0143
TXN101075,CUST1027,Enterprise Client 1027,Healthcare,Germany,2026-01-25 18:59:55,5956.22,Electronics,Bank Transfer,0,44,0.1502,0.0107
TXN101076,CUST1089,Enterprise Client 1089,Finance,Singapore,2025-11-12 18:59:55,4905.33,Software,ACH,0,33,0.1603,0.0116
TXN101077,CUST1038,Enterprise Client 1038,Supply Chain,UK,2025-11-18 18:59:55,4082.05,Hardware,ACH,0,16,0.1285,0.009
TXN101078,CUST1023,Enterprise Client 1023,Supply Chain,India,2025-12-06 18:59:55,9008.39,Software,Credit Card,0,40,0.1292,0.0089
TXN101079,CUST1065,Enterprise Client 1065,Finance,Singapore,2026-05-20 18:59:55,6092.39,Cloud Services,Bank Transfer,0,35,0.1267,0.0085
TXN101080,CUST1064,Enterprise Client 1064,MSME,India,2025-06-07 18:59:55,5744.16,Software,Bank Transfer,0,13,0.1399,0.0096
TXN101081,CUST1085,Enterprise Client 1085,Finance,USA,2025-03-18 18:59:55,188287.99,Software,Bank Transfer,0,66,0.1918,0.0186
TXN101082,CUST1016,Enterprise Client 1016,Retail,UK,2025-03-13 18:59:55,2162.65,Electronics,Digital Wallet,0,53,0.2,0.0151
TXN101083,CUST1096,Enterprise Client 1096,Finance,USA,2025-09-29 18:59:55,950.64,Software,Digital Wallet,0,27,0.1717,0.0154
TXN101084,CUST1012,Enterprise Client 1012,Healthcare,USA,2025-10-13 18:59:55,6875.79,Consulting,Bank Transfer,0,58,0.2052,0.0148
TXN101085,CUST1064,Enterprise Client 1064,MSME,India,2025-10-13 18:59:55,3757.27,Electronics,Credit Card,0,13,0.166,0.0154
TXN101086,CUST1014,Enterprise Client 1014,Healthcare,India,2026-05-24 18:59:55,7008.22,Consulting,Digital Wallet,0,52,0.2152,0.0173
TXN101087,CUST1035,Enterprise Client 1035,Finance,Germany,2026-02-04 18:59:55,5618.28,Software,Digital Wallet,0,17,0.1757,0.0175
TXN101088,CUST1027,Enterprise Client 1027,Healthcare,Germany,2025-05-02 18:59:55,10458.8,Cloud Services,Credit Card,0,64,0.1746,0.0128
TXN101089,CUST1058,Enterprise Client 1058,MSME,India,2026-02-11 18:59:55,13255.57,Software,ACH,0,60,0.2113,0.0145
TXN101090,CUST1064,Enterprise Client 1064,MSME,India,2026-01-28 18:59:55,4830.75,Electronics,Digital Wallet,0,13,0.1409,0.0126
TXN101091,CUST1099,Enterprise Client 1099,MSME,India,2025-11-27 18:59:55,5628.6,Consulting,Credit Card,0,20,0.1823,0.0168
TXN101092,CUST1023,Enterprise Client 1023,Supply Chain,India,2025-05-02 18:59:55,1052.28,Hardware,Bank Transfer,0,40,0.1287,0.0116
TXN101093,CUST1008,Enterprise Client 1008,Finance,USA,2025-03-15 18:59:55,271.29,Software,Digital Wallet,0,19,0.176,0.0158
TXN101094,CUST1081,Enterprise Client 1081,Finance,Singapore,2025-12-05 18:59:55,16884.8,Cloud Services,ACH,0,15,0.1548,0.0143
TXN101095,CUST1006,Enterprise Client 1006,Finance,Germany,2025-03-27 18:59:55,14385.67,Hardware,Digital Wallet,0,11,0.1827,0.0177
TXN101096,CUST1011,Enterprise Client 1011,Healthcare,UK,2025-06-05 18:59:55,500.98,Electronics,Credit Card,0,37,0.1746,0.0158
TXN101097,CUST1017,Enterprise Client 1017,Retail,Germany,2025-01-21 18:59:55,6625.88,Software,Credit Card,0,55,0.1944,0.0182
TXN101098,CUST1077,Enterprise Client 1077,Finance,Singapore,2026-01-03 18:59:55,6927.41,Software,ACH,0,26,0.1254,0.0113
TXN101099,CUST1033,Enterprise Client 1033,Healthcare,USA,2025-06-11 18:59:55,2615.29,Hardware,Bank Transfer,0,41,0.1979,0.0181
TXN101100,CUST1001,Enterprise Client 1001,Finance,USA,2025-01-23 18:59:55,11861.93,Cloud Services,Bank Transfer,0,53,0.2012,0.0144
TXN101101,CUST1081,Enterprise Client 1081,Finance,Singapore,2026-06-27 18:59:55,13525.46,Hardware,Bank Transfer,0,15,0.1963,0.0171
TXN101102,CUST1079,Enterprise Client 1079,Retail,Germany,2026-04-10 18:59:55,9425.42,Cloud Services,Digital Wallet,0,27,0.1707,0.0145
TXN101103,CUST1010,Enterprise Client 1010,Retail,USA,2025-03-23 18:59:55,10296.64,Cloud Services,Digital Wallet,0,18,0.163,0.0134
TXN101104,CUST1018,Enterprise Client 1018,Finance,USA,2026-06-30 18:59:55,10727.64,Software,Credit Card,0,34,0.1504,0.0101
TXN101105,CUST1089,Enterprise Client 1089,Finance,Singapore,2026-02-22 18:59:55,9824.83,Electronics,Credit Card,0,33,0.2034,0.0172
TXN101106,CUST1087,Enterprise Client 1087,Retail,USA,2025-01-27 18:59:55,14695.32,Consulting,Digital Wallet,0,15,0.1752,0.0132
TXN101107,CUST1090,Enterprise Client 1090,MSME,UK,2025-08-08 18:59:55,422.28,Cloud Services,Credit Card,0,29,0.1454,0.0109
TXN101108,CUST1028,Enterprise Client 1028,Finance,India,2026-03-16 18:59:55,5157.29,Hardware,Credit Card,0,59,0.1277,0.0085
TXN101109,CUST1052,Enterprise Client 1052,MSME,India,2026-04-12 18:59:55,13401.21,Electronics,Credit Card,0,30,0.1931,0.0155
TXN101110,CUST1012,Enterprise Client 1012,Healthcare,USA,2026-06-29 18:59:55,5835.16,Hardware,Digital Wallet,0,58,0.1358,0.0107
TXN101111,CUST1081,Enterprise Client 1081,Finance,Singapore,2026-05-08 18:59:55,6832.56,Software,ACH,0,15,0.1202,0.0114
TXN101112,CUST1094,Enterprise Client 1094,MSME,Germany,2026-06-22 18:59:55,14278.79,Hardware,Digital Wallet,0,55,0.1638,0.0136
TXN101113,CUST1062,Enterprise Client 1062,Healthcare,India,2025-07-07 18:59:55,14610.62,Software,ACH,0,40,0.2137,0.0178
TXN101114,CUST1009,Enterprise Client 1009,Finance,Singapore,2025-11-02 18:59:55,6231.33,Hardware,Digital Wallet,0,33,0.1935,0.0181
TXN101115,CUST1023,Enterprise Client 1023,Supply Chain,India,2026-02-03 18:59:55,12153.86,Hardware,ACH,0,40,0.209,0.0167
TXN101116,CUST1020,Enterprise Client 1020,Supply Chain,Singapore,2025-05-13 18:59:55,2132.87,Software,Credit Card,0,31,0.2052,0.0174
TXN101117,CUST1085,Enterprise Client 1085,Finance,USA,2025-12-12 18:59:55,16938.75,Software,ACH,0,34,0.1712,0.0163
TXN101118,CUST1080,Enterprise Client 1080,Retail,India,2025-10-25 18:59:55,12392.34,Electronics,Credit Card,0,66,0.1754,0.0142
TXN101119,CUST1096,Enterprise Client 1096,Finance,USA,2025-07-29 18:59:55,4867.64,Electronics,Digital Wallet,0,27,0.1488,0.0143
TXN101120,CUST1045,Enterprise Client 1045,Finance,USA,2025-01-22 18:59:55,12763.75,Consulting,Digital Wallet,0,47,0.1641,0.0113
TXN101121,CUST1086,Enterprise Client 1086,MSME,USA,2025-01-14 18:59:55,12587.86,Cloud Services,Credit Card,0,48,0.2193,0.0163
TXN101122,CUST1073,Enterprise Client 1073,Finance,Germany,2025-11-17 18:59:55,6465.99,Software,ACH,0,18,0.1368,0.0091
TXN101123,CUST1096,Enterprise Client 1096,Finance,USA,2026-01-24 18:59:55,150344.09,Software,Credit Card,0,63,0.184,0.0128
TXN101124,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-04-01 18:59:55,4084.7,Cloud Services,ACH,0,27,0.1217,0.0108
TXN101125,CUST1041,Enterprise Client 1041,Retail,Germany,2025-08-06 18:59:55,5059.53,Software,Digital Wallet,0,16,0.1816,0.0174
TXN101126,CUST1030,Enterprise Client 1030,Finance,UK,2025-12-20 18:59:55,6536.77,Cloud Services,Digital Wallet,0,24,0.1876,0.0128
TXN101127,CUST1039,Enterprise Client 1039,Retail,Germany,2025-07-17 18:59:55,10895.84,Consulting,Digital Wallet,0,11,0.1309,0.0101
TXN101128,CUST1073,Enterprise Client 1073,Finance,Germany,2025-12-03 18:59:55,3951.62,Consulting,Bank Transfer,0,18,0.1671,0.0141
TXN101129,CUST1089,Enterprise Client 1089,Finance,Singapore,2025-03-01 18:59:55,8199.84,Consulting,ACH,0,33,0.128,0.0089
TXN101130,CUST1008,Enterprise Client 1008,Finance,USA,2025-12-06 18:59:55,502.8,Cloud Services,ACH,0,19,0.1981,0.0133
TXN101131,CUST1008,Enterprise Client 1008,Finance,USA,2026-03-06 18:59:55,12650.33,Hardware,Bank Transfer,0,19,0.1711,0.0171
